egg_pacu_kanim,hatching_pre,SoundEvent,,Pacu_egg_strain,36,,,,,,,,,,,,,,,,,,,,,,
egg_pacu_kanim,hatching_pst,SoundEvent,,Pacu_egg_burst,0,,,,,,,,,,,,,,,,,,,,,,
egg_pacu_kanim,lay,SoundEvent,,Pacu_egg_burst,9,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,bitehook,SoundEvent,,Pacu_swim,1,Pacu_voice_bite,45,,,,,,,,,,,,,,,,,,,,
pacu_kanim,death,SoundEvent,,Pacu_voice_die,1,Pacu_flop,24,,,,,,,,,,,,,,,,,,,,
pacu_kanim,flop_loop,SoundEvent,,Pacu_blink,3,Pacu_flop,18,Pacu_flop,37,,,,,,,,,,,,,,,,,,
pacu_kanim,hit,CountedSoundEvent,,Pacu_voice_hurt:4,1,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,harvest,CountedSoundEvent,,Pacu_voice_hurt:4,1,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,hatch,SoundEvent,,Pacu_swim,0,Pacu_voice_born,5,,,,,,,,,,,,,,,,,,,,
pacu_kanim,hook_loop,LoopingSoundEvent,,Pacu_swim_LP,0,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,idle_loop,SoundEvent,,Pacu_blink,24,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,lay_egg_pre,SoundEvent,,Pacu_voice_lay_egg,1,Pacu_blink,2,Pacu_egg_burst,15,Pacu_blink,16,,,,,,,,,,,,,,,,
pacu_kanim,eat_pre,SoundEvent,,Pacu_swim,0,Pacu_voice_bite,5,Pacu_bite_first,,,,,,,,,,,,,,,,,,,
pacu_kanim,eat_loop,LoopingSoundEvent,,Pacu_bite_lots_LP,65,Pacu_swim_LP,120,,,,,,,,,,,,,,,,,,,,
pacu_kanim,swim_swim_1_0_pre,SoundEvent,,Pacu_swim,2,Pacu_blink,2,,,,,,,,,,,,,,,,,,,,
pacu_kanim,swim_swim_1_0_loop,LoopingSoundEvent,,Pacu_swim_LP,0,,,,,,,,,,,,,,,,,,,,,,
pacu_kanim,swim_swim_1_0_pst,SoundEvent,,Pacu_swim,1,Pacu_blink,1,,,,,,,,,,,,,,,,,,,,
glom_kanim,dirty,SoundEvent,,Morb_movement_short,3,Morb_expel,8,Morb_movement_short,21,Morb_movement_short,31,,,,,,,,,,,,,,,,
glom_kanim,death,SoundEvent,,Morb_movement_short,2,Morb_expel,31,,,,,,,,,,,,,,,,,,,,
